"ngram","pubyear","count","rel_freq"
"1445","Present",2015,4,1.19590295606282e-06
"1446","Glass fiber",2014,4,1.08307950913754e-06
"1447","Distribution board",2013,4,1.27180145907422e-06
"1448","Series and parallel circuits",2007,4,1.36810415650564e-06
"1449","Utilization rate",2014,4,1.08307950913754e-06
"1450","Line voltage",2013,4,1.27180145907422e-06
"1451","Gear oil",2014,4,1.08307950913754e-06
"1452","Energy development",2007,4,1.36810415650564e-06
"1453","Fiber optic sensor",2009,4,1.22109850632178e-06
"1454","Reverse osmosis",2009,4,1.22109850632178e-06
"1455","Internal resistance",2011,4,2.17811894380834e-06
"1456","Power density",2011,4,2.17811894380834e-06
"1457","1 (number)",2015,4,1.19590295606282e-06
"1458","Mooring (watercraft)",2013,4,1.27180145907422e-06
"1459","Angular frequency",2009,4,1.22109850632178e-06
"1460","Shear force",2014,4,1.08307950913754e-06
"1461","Brake force",2014,4,1.08307950913754e-06
"1462","Multiview orthographic projection",2009,4,1.22109850632178e-06
"1463","Water column",2008,4,1.13158141898047e-06
"1464","Physical property",2011,4,2.17811894380834e-06
"1465","Signal processing",2009,4,1.22109850632178e-06
"1466","Magnetic flux",2012,4,2.37787105637516e-06
"1467","Torsion spring",2014,4,1.08307950913754e-06
"1468","Process architecture",2011,4,2.17811894380834e-06
"1469","Particle size",2014,4,1.08307950913754e-06
"1470","Wireless transmission",2009,4,1.22109850632178e-06
"1471","Lateral surface",2009,4,1.22109850632178e-06
"1472","Horizontal and vertical",2009,4,1.22109850632178e-06
"1473","Light",2007,4,1.36810415650564e-06
"1474","Angular distance",2010,4,2.14940284215538e-06
"1475","Oversize load",2011,4,2.17811894380834e-06
"1476","Anchor point",2013,4,1.27180145907422e-06
"1477","Node (networking)",2008,4,1.13158141898047e-06
"1478","Bearing (mechanical)",2007,4,1.36810415650564e-06
"1479","Fault detection and isolation",2013,4,1.27180145907422e-06
"1480","Water vapor",2013,4,1.27180145907422e-06
"1481","Transmission belt",2009,4,1.22109850632178e-06
"1482","Direct current",2014,4,1.08307950913754e-06
"1483","Pressure drop",2009,4,1.22109850632178e-06
"1484","Torsion bar suspension",2012,4,2.37787105637516e-06
"1485","Diesel generator",2015,4,1.19590295606282e-06
"1486","Tide",2011,4,2.17811894380834e-06
"1487","Sort (typesetting)",2012,4,2.37787105637516e-06
"1488","Draft tube",2009,4,1.22109850632178e-06
"1489","Annulus (mathematics)",2014,4,1.08307950913754e-06
"1490","Conical surface",2013,4,1.27180145907422e-06
"1491","Fatigue (material)",2014,4,1.08307950913754e-06
"1492","Water stagnation",2013,4,1.27180145907422e-06
"1493","Parameter (computer programming)",2009,4,1.22109850632178e-06
"1494","Wind engineering",2010,4,2.14940284215538e-06
"1495","Motor system",2011,4,2.17811894380834e-06
"1496","Radial turbine",2009,4,1.22109850632178e-06
"1497","Tip-speed ratio",2014,4,1.08307950913754e-06
"1498","Ring structure",2011,4,2.17811894380834e-06
"1499","Carbon dioxide in Earth's atmosphere",2011,4,2.17811894380834e-06
"1500","Emissions trading",2011,4,2.17811894380834e-06
"1501","Pilot signal",2012,4,2.37787105637516e-06
"1502","Energy development",2006,4,1.63029744776935e-06
"1503","Fish measurement",2015,4,1.19590295606282e-06
"1504","Tide",2007,4,1.36810415650564e-06
"1505","Chemical energy",2011,4,2.17811894380834e-06
"1506","Alternating current",2013,4,1.27180145907422e-06
"1507","Electron configuration",2015,4,1.19590295606282e-06
"1508","Bearing (mechanical)",2009,4,1.22109850632178e-06
"1509","Curve",2014,4,1.08307950913754e-06
"1510","Induction motor",2010,4,2.14940284215538e-06
"1511","Horizontal and vertical",2006,4,1.63029744776935e-06
"1512","Pressure drop",2007,4,1.36810415650564e-06
"1513","Location (geography)",2013,4,1.27180145907422e-06
"1514","Gear train",2011,4,2.17811894380834e-06
"1515","Network change",2014,4,1.08307950913754e-06
"1516","Water",2014,4,1.08307950913754e-06
"1517","Unmanned aerial vehicle",2015,4,1.19590295606282e-06
"1518","Mechanical system",2009,4,1.22109850632178e-06
"1519","Mooring (watercraft)",2015,4,1.19590295606282e-06
"1520","Duct (flow)",2010,4,2.14940284215538e-06
"1521","Fatigue limit",2013,4,1.27180145907422e-06
"1522","Continuous operation",2011,4,2.17811894380834e-06
"1523","Electrical wiring",2014,4,1.08307950913754e-06
"1524","Fiber optic sensor",2014,4,1.08307950913754e-06
"1525","Dihedral angle",2007,4,1.36810415650564e-06
"1526","Frequency analysis",2009,4,1.22109850632178e-06
"1527","Torque sensor",2014,4,1.08307950913754e-06
"1528","Surge arrester",2011,4,2.17811894380834e-06
"1529","Wind machine",2013,4,1.27180145907422e-06
"1530","Data analysis",2012,4,2.37787105637516e-06
"1531","Battery charger",2011,4,2.17811894380834e-06
"1532","Liquid",2011,4,2.17811894380834e-06
"1533","Residential area",2013,4,1.27180145907422e-06
"1534","Computer case",2010,4,2.14940284215538e-06
"1535","Solar panel",2014,4,1.08307950913754e-06
"1536","Special transport",2011,4,2.17811894380834e-06
"1537","Mathematical model",2011,4,2.17811894380834e-06
"1538","Statistical significance",2013,4,1.27180145907422e-06
"1539","Vehicle",2013,4,1.27180145907422e-06
"1540","Wind",2013,4,1.27180145907422e-06
"1541","Sea state",2011,4,2.17811894380834e-06
"1542","Performance per watt",2009,4,1.22109850632178e-06
"1543","Steel",2011,4,2.17811894380834e-06
"1544","Fischer–Tropsch process",2009,4,1.22109850632178e-06
"1545","Storage tank",2013,4,1.27180145907422e-06
"1546","Support surface",2013,4,1.27180145907422e-06
"1547","Green fluorescent protein",2011,4,2.17811894380834e-06
"1548","Fault detection and isolation",2015,4,1.19590295606282e-06
"1549","Surface finish",2011,4,2.17811894380834e-06
"1550","Wind tunnel",2007,4,1.36810415650564e-06
"1551","Motor controller",2009,4,1.22109850632178e-06
"1552","Operating point",2012,4,2.37787105637516e-06
"1553","Speed of sound",2008,4,1.13158141898047e-06
"1554","Broadcast delay",2015,4,1.19590295606282e-06
"1555","Field coil",2007,4,1.36810415650564e-06
"1556","Pollution",2013,4,1.27180145907422e-06
"1557","Operating point",2009,4,1.22109850632178e-06
"1558","Race (bearing)",2009,4,1.22109850632178e-06
"1559","Body of water",2010,4,2.14940284215538e-06
"1560","Wireless",2014,4,1.08307950913754e-06
"1561","Voltage controller",2013,4,1.27180145907422e-06
"1562","Transducer",2010,4,2.14940284215538e-06
"1563","Angle",2008,4,1.13158141898047e-06
"1564","Torque ripple",2007,4,1.36810415650564e-06
"1565","Water table",2008,4,1.13158141898047e-06
"1566","Low voltage",2014,4,1.08307950913754e-06
"1567","Wind wave",2014,4,1.08307950913754e-06
"1568","Urban area",2013,4,1.27180145907422e-06
"1569","Supercritical fluid",2011,4,2.17811894380834e-06
"1570","Sewage treatment",2012,4,2.37787105637516e-06
"1571","Lifting equipment",2012,4,2.37787105637516e-06
"1572","Centrifugal force",2007,4,1.36810415650564e-06
"1573","Wind engineering",2015,4,1.19590295606282e-06
"1574","Contact angle",2014,4,1.08307950913754e-06
"1575","Internal combustion engine",2011,4,2.17811894380834e-06
"1576","Plain bearing",2012,4,2.37787105637516e-06
"1577","Step response",2011,4,2.17811894380834e-06
"1578","Inductive sensor",2015,4,1.19590295606282e-06
"1579","Electric power distribution",2008,4,1.13158141898047e-06
"1580","Electrical network",2008,4,1.13158141898047e-06
"1581","Construction",2011,4,2.17811894380834e-06
"1582","Hydroelectricity",2013,4,1.27180145907422e-06
"1583","Active surface",2011,4,2.17811894380834e-06
"1584","Conductive polymer",2013,4,1.27180145907422e-06
"1585","Aposematism",2013,4,1.27180145907422e-06
"1586","Viscous liquid",2011,4,2.17811894380834e-06
"1587","Change detection",2009,4,1.22109850632178e-06
"1588","Soft matter",2011,4,2.17811894380834e-06
"1589","Drug reference standard",2011,4,2.17811894380834e-06
"1590","Plant efficiency",2006,4,1.63029744776935e-06
"1591","Bimorph",2012,4,2.37787105637516e-06
"1592","Boundary layer",2009,4,1.22109850632178e-06
"1593","Solenoid",2012,4,2.37787105637516e-06
"1594","Flow velocity",2009,4,1.22109850632178e-06
"1595","Voltage drop",2012,4,2.37787105637516e-06
"1596","3D modeling",2011,4,2.17811894380834e-06
"1597","Deep structure and surface structure",2008,4,1.13158141898047e-06
"1598","Sound intensity",2011,4,2.17811894380834e-06
"1599","Tidal power",2012,4,2.37787105637516e-06
"1600","Sufficiency of disclosure",2011,4,2.17811894380834e-06
"1601","Computer data storage",2007,4,1.36810415650564e-06
"1602","Photovoltaic power station",2015,4,1.19590295606282e-06
"1603","Electric potential energy",2011,4,2.17811894380834e-06
"1604","Stress (mechanics)",2013,4,1.27180145907422e-06
"1605","Singleton (mathematics)",2012,4,2.37787105637516e-06
"1606","Euler angles",2012,4,2.37787105637516e-06
"1607","Wireless sensor network",2014,4,1.08307950913754e-06
"1608","Power outage",2015,4,1.19590295606282e-06
"1609","Induction motor",2009,4,1.22109850632178e-06
"1610","Water turbine",2007,4,1.36810415650564e-06
"1611","Data storage device",2011,4,2.17811894380834e-06
"1612","Characteristic curve",2014,4,1.08307950913754e-06
"1613","Ground and neutral",2013,4,1.27180145907422e-06
"1614","Residential area",2012,4,2.37787105637516e-06
"1615","Plant efficiency",2013,4,1.27180145907422e-06
"1616","Gear oil",2010,4,2.14940284215538e-06
"1617","Angle of attack",2006,4,1.63029744776935e-06
"1618","Operating temperature",2012,4,2.37787105637516e-06
"1619","Solar irradiance",2009,4,1.22109850632178e-06
"1620","Wind",2012,4,2.37787105637516e-06
"1621","Semipermeable membrane",2011,4,2.17811894380834e-06
"1622","Logic gate",2013,4,1.27180145907422e-06
"1623","Physical plant",2014,4,1.08307950913754e-06
"1624","Halbach array",2011,4,2.17811894380834e-06
"1625","Electrochemical cell",2014,4,1.08307950913754e-06
"1626","Cooling tower",2011,4,2.17811894380834e-06
"1627","Speed",2009,4,1.22109850632178e-06
"1628","Active Power",2010,4,2.14940284215538e-06
"1629","Urban area",2011,4,2.17811894380834e-06
"1630","Elastic modulus",2008,4,1.13158141898047e-06
"1631","Dissipation",2009,4,1.22109850632178e-06
"1632","Position sensor",2007,4,1.36810415650564e-06
"1633","Test bench",2009,4,1.22109850632178e-06
"1634","Current (fluid)",2008,4,1.13158141898047e-06
"1635","Flow separation",2014,4,1.08307950913754e-06
"1636","Ground and neutral",2015,4,1.19590295606282e-06
"1637","Electrical element",2013,4,1.27180145907422e-06
"1638","Magnetic core",2010,4,2.14940284215538e-06
"1639","Operating point",2015,4,1.19590295606282e-06
"1640","Compressed hydrogen",2011,4,2.17811894380834e-06
"1641","Frequency changer",2008,4,1.13158141898047e-06
"1642","Deck (bridge)",2015,4,1.19590295606282e-06
"1643","Engine-generator",2014,4,1.08307950913754e-06
"1644","Mumbai Police Detection Unit",2008,4,1.13158141898047e-06
"1645","Probability distribution",2011,4,2.17811894380834e-06
"1646","Feedback",2010,4,2.14940284215538e-06
"1647","Machine Design",2011,4,2.17811894380834e-06
"1648","Water level",2006,4,1.63029744776935e-06
"1649","Flow battery",2013,4,1.27180145907422e-06
"1650","High pressure",2014,4,1.08307950913754e-06
"1651","Tax rate",2011,4,2.17811894380834e-06
"1652","Natural rubber",2011,4,2.17811894380834e-06
"1653","High voltage",2009,4,1.22109850632178e-06
"1654","Flow velocity",2013,4,1.27180145907422e-06
"1655","Arc (geometry)",2009,4,1.22109850632178e-06
"1656","Ligand cone angle",2013,4,1.27180145907422e-06
"1657","AC/AC converter",2012,4,2.37787105637516e-06
"1658","Small power",2012,4,2.37787105637516e-06
"1659","Electric energy consumption",2010,4,2.14940284215538e-06
"1660","Alternating current",2014,4,1.08307950913754e-06
"1661","Photovoltaic system",2009,4,1.22109850632178e-06
"1662","Noise reduction",2014,4,1.08307950913754e-06
"1663","Cost of goods sold",2013,4,1.27180145907422e-06
"1664","Unmanned aerial vehicle",2011,4,2.17811894380834e-06
"1665","Utility system",2011,4,2.17811894380834e-06
"1666","DC motor",2013,4,1.27180145907422e-06
"1667","Sunlight",2009,4,1.22109850632178e-06
"1668","Coordinate system",2011,4,2.17811894380834e-06
"1669","Displacement (fluid)",2011,4,2.17811894380834e-06
"1670","Root element",2011,4,2.17811894380834e-06
"1671","Motor controller",2015,4,1.19590295606282e-06
"1672","Wafer (electronics)",2007,4,1.36810415650564e-06
"1673","Energy price",2011,4,2.17811894380834e-06
"1674","1 (number)",2011,4,2.17811894380834e-06
"1675","Thermometer",2010,4,2.14940284215538e-06
"1676","Time point",2014,4,1.08307950913754e-06
"1677","Battery (electricity)",2013,4,1.27180145907422e-06
"1678","System of measurement",2013,4,1.27180145907422e-06
"1679","Weather station",2009,4,1.22109850632178e-06
"1680","Power module",2015,4,1.19590295606282e-06
"1681","Atmospheric pressure",2015,4,1.19590295606282e-06
"1682","Eddy current",2013,4,1.27180145907422e-06
"1683","Expected value",2014,4,1.08307950913754e-06
"1684","Driven element",2011,4,2.17811894380834e-06
"1685","Time",2014,4,1.08307950913754e-06
"1686","Geopotential height",2008,4,1.13158141898047e-06
"1687","Coolant",2011,4,2.17811894380834e-06
"1688","World Heroes",2013,4,1.27180145907422e-06
"1689","Electric power system",2008,4,1.13158141898047e-06
"1690","HVAC",2013,4,1.27180145907422e-06
"1691","Spectral density",2015,4,1.19590295606282e-06
"1692","Switching time",2013,4,1.27180145907422e-06
"1693","Thermal radiation",2014,4,1.08307950913754e-06
"1694","Injection moulding",2011,4,2.17811894380834e-06
"1695","Environmental flow",2008,4,1.13158141898047e-06
"1696","Cost reduction",2007,3,1.02607811737923e-06
"1697","Sightline",2014,3,8.12309631853152e-07
"1698","Water supply",2011,3,1.63358920785626e-06
"1699","Transmission line",2010,3,1.61205213161653e-06
"1700","Vertical orientation",2011,3,1.63358920785626e-06
"1701","Power number",2007,3,1.02607811737923e-06
"1702","Computer case",2013,3,9.53851094305668e-07
"1703","Building insulation materials",2014,3,8.12309631853152e-07
"1704","Feed line",2011,3,1.63358920785626e-06
"1705","Electronic speed control",2011,3,1.63358920785626e-06
"1706","Coachbuilder",2011,3,1.63358920785626e-06
"1707","Hydrogen storage",2011,3,1.63358920785626e-06
"1708","Control unit",2014,3,8.12309631853152e-07
"1709","Foamcore",2011,3,1.63358920785626e-06
"1710","Ice",2012,3,1.78340329228137e-06
"1711","Photoelectric effect",2015,3,8.96927217047118e-07
"1712","Sunlight",2010,3,1.61205213161653e-06
"1713","Thin film",2013,3,9.53851094305668e-07
"1714","Motor vehicle",2006,3,1.22272308582701e-06
"1715","Solar irradiance",2006,3,1.22272308582701e-06
"1716","Small hydro",2009,3,9.15823879741335e-07
"1717","Differential signaling",2010,3,1.61205213161653e-06
"1718","Wind engineering",2013,3,9.53851094305668e-07
"1719","Vehicle",2009,3,9.15823879741335e-07
"1720","Management system",2011,3,1.63358920785626e-06
"1721","Moment of inertia",2014,3,8.12309631853152e-07
"1722","Transfer function",2010,3,1.61205213161653e-06
"1723","Ball bearing",2011,3,1.63358920785626e-06
"1724","Power factor",2006,3,1.22272308582701e-06
"1725","Tension-leg platform",2014,3,8.12309631853152e-07
"1726","World energy consumption",2009,3,9.15823879741335e-07
"1727","Phase transition",2011,3,1.63358920785626e-06
"1728","Electromagnetic interference",2013,3,9.53851094305668e-07
"1729","Wind wave",2009,3,9.15823879741335e-07
"1730","Liquid",2014,3,8.12309631853152e-07
"1731","Energy conversion efficiency",2015,3,8.96927217047118e-07
"1732","Lift (force)",2008,3,8.48686064235351e-07
"1733","Cost reduction",2013,3,9.53851094305668e-07
"1734","Monoceros Ring",2011,3,1.63358920785626e-06
"1735","Radiant energy",2011,3,1.63358920785626e-06
"1736","Normal mode",2012,3,1.78340329228137e-06
"1737","Reference Point",2009,3,9.15823879741335e-07
"1738","Rotational energy",2015,3,8.96927217047118e-07
"1739","Battery (electricity)",2015,3,8.96927217047118e-07
"1740","Hydraulic brake",2010,3,1.61205213161653e-06
"1741","Drag (physics)",2010,3,1.61205213161653e-06
"1742","Centripetal force",2010,3,1.61205213161653e-06
"1743","Propylene glycol",2011,3,1.63358920785626e-06
"1744","Covox Speech Thing",2013,3,9.53851094305668e-07
"1745","Solar irradiance",2013,3,9.53851094305668e-07
"1746","Cross section (geometry)",2011,3,1.63358920785626e-06
"1747","Schnirelmann density",2015,3,8.96927217047118e-07
"1748","Fuel gas",2011,3,1.63358920785626e-06
"1749","Temperature gradient",2011,3,1.63358920785626e-06
"1750","Synchronous motor",2007,3,1.02607811737923e-06
"1751","Mechanical engineering",2011,3,1.63358920785626e-06
"1752","Potential energy",2012,3,1.78340329228137e-06
"1753","Water treatment",2013,3,9.53851094305668e-07
"1754","Ripple marks",2013,3,9.53851094305668e-07
"1755","Non-ferrous metal",2010,3,1.61205213161653e-06
"1756","Shapeshifting",2011,3,1.63358920785626e-06
"1757","Frequency changer",2014,3,8.12309631853152e-07
"1758","Shear force",2013,3,9.53851094305668e-07
"1759","Bearing (mechanical)",2006,3,1.22272308582701e-06
"1760","Foamcore",2007,3,1.02607811737923e-06
"1761","Heating system",2014,3,8.12309631853152e-07
"1762","Syncword",2010,3,1.61205213161653e-06
"1763","Motion system",2011,3,1.63358920785626e-06
"1764","Fractionating column",2008,3,8.48686064235351e-07
"1765","Electric vehicle",2014,3,8.12309631853152e-07
"1766","Data processing",2013,3,9.53851094305668e-07
"1767","Power diagram",2013,3,9.53851094305668e-07
"1768","Drive shaft",2013,3,9.53851094305668e-07
"1769","Yield (engineering)",2015,3,8.96927217047118e-07
