"ngram1","ngram2","pubyear","count"
"3392","Turbine blade","Centrifugal force",2015,2
"3393","Grid code","Energy storage",2013,2
"3394","Stack effect","Solar irradiance",2006,2
"3395","Wave power","Fluid dynamics",2014,2
"3396","Power control","AC power",2014,2
"3397","Wave power","Overhead power line",2015,2
"3398","Marginal cost","Energy price",2011,2
"3399","Wind power","Utility system",2010,2
"3400","Energy storage","Energy level",2015,2
"3401","Horizontal and vertical","Arc length",2015,2
"3402","Overhead power line","Lattice tower",2014,2
"3403","Strategy (game theory)","Control theory",2009,2
"3404","Electric power conversion","AC power",2011,2
"3405","Low frequency","High frequency",2013,2
"3406","Three Steps","Lifting equipment",2015,2
"3407","Signaling (telecommunications)","Control logic",2007,2
"3408","Wind farm","Functional testing",2008,2
"3409","Pole piece","Magnetic coupling",2009,2
"3410","Leading edge","Angle of attack",2013,2
"3411","Water turbine","Pumped-storage hydroelectricity",2013,2
"3412","Solar cell","Single-phase electric power",2011,2
"3413","Water supply","HVAC",2011,2
"3414","Electric machine","Angular displacement",2015,2
"3415","Electric power system","Electrical element",2014,2
"3416","Steam turbine","Electricity generation",2011,2
"3417","Volumetric flow rate","Turbine blade",2011,2
"3418","Single coil guitar pickup","Electric machine",2014,2
"3419","Volt","Automotive battery",2011,2
"3420","Proton exchange membrane fuel cell","Heat exchanger",2012,2
"3421","Wind speed","Calibration curve",2007,2
"3422","Power semiconductor device","Electric power conversion",2011,2
"3423","Solar panel","Flow diagram",2011,2
"3424","Voltage regulation","Electric power conversion",2011,2
"3425","Turbine blade","Energy harvesting",2011,2
"3426","Rotational speed","Epicyclic gearing",2007,2
"3427","Wind power","Mechanical energy",2014,2
"3428","Turbine blade","Energy storage device",2015,2
"3429","Renewable fuels","Block diagram",2011,2
"3430","Frequency analysis","Crest factor",2012,2
"3431","Renewable energy","Hydrogen production",2014,2
"3432","Stainless steel","Non-ferrous metal",2011,2
"3433","Work (physics)","Fluid dynamics",2011,2
"3434","Ocean thermal energy conversion","Fuel cell",2011,2
"3435","Wind engineering","Rotational speed",2009,2
"3436","Renewable resource","Renewable energy",2006,2
"3437","Solar cell","Light",2011,2
"3438","Variable speed wind turbine","Electric power conversion",2011,2
"3439","Optical fiber","Light",2014,2
"3440","Standard deviation","Simple random sample",2011,2
"3441","Ion exchange","Flow battery",2011,2
"3442","Rotational speed","Control System",2010,2
"3443","Present","Energy storage",2015,2
"3444","Water resources","Energy conservation",2014,2
"3445","Natural gas prices","Electricity pricing",2015,2
"3446","Wind speed","Weather station",2009,2
"3447","Wind direction","Differential geometry of surfaces",2014,2
"3448","High voltage","Circuit diagram",2011,2
"3449","Electric power distribution","Control System",2007,2
"3450","Pulse-width modulation","Electric machine",2014,2
"3451","Wind direction","Electric generator",2012,2
"3452","Wind speed","Speed",2013,2
"3453","Wind farm","Matrix (mathematics)",2014,2
"3454","Grid connection","Electrical impedance",2012,2
"3455","Rotation around a fixed axis","Magnetic bearing",2014,2
"3456","Frequency changer","Cooling capacity",2010,2
"3457","Plant efficiency","Lead (engineering)",2014,2
"3458","Fluid dynamics","Alternator",2007,2
"3459","Heat pump and refrigeration cycle","Fuel cell",2011,2
"3460","Reaction (physics)","Leading edge",2014,2
"3461","Internal energy","Energy storage",2014,2
"3462","Yaw system","Load profile",2014,2
"3463","Fischer–Tropsch process","Carbon monoxide",2009,2
"3464","Reference range","Direction vector",2011,2
"3465","Conductive polymer","Composite material",2014,2
"3466","Series and parallel circuits","Direct current",2011,2
"3467","Duty cycle","Clock rate",2009,2
"3468","Wind direction","Present",2010,2
"3469","High frequency","Electrical energy",2012,2
"3470","Energy conservation","Electric power system",2014,2
"3471","PID controller","Feedback",2011,2
"3472","Wind speed","Gear train",2013,2
"3473","Wind power","Thermal energy",2014,2
"3474","Flow diagram","Electromagnetic spectrum",2015,2
"3475","Power factor","AC power",2010,2
"3476","Wind farm","Loss function",2015,2
"3477","Environmental flow","Contraflow lane",2011,2
"3478","Electric machine","Contact number",2006,2
"3479","Renewable fuels","Anaerobic respiration",2013,2
"3480","Water resources","DC motor",2011,2
"3481","Subsystem number","Electrical energy",2014,2
"3482","Limit superior and limit inferior","Butt welding",2013,2
"3483","Wind speed","Disc brake",2011,2
"3484","Coordinate system","Angle of attack",2014,2
"3485","Electrical energy","Control System",2009,2
"3486","Volume (thermodynamics)","Loss function",2015,2
"3487","Continental shelf","Body of water",2011,2
"3488","Wind power","DC motor",2010,2
"3489","Torsion spring","Energy storage",2014,2
"3490","Fiber type","Elastic modulus",2010,2
"3491","Transmission system","AC power",2011,2
"3492","Thermal energy","Solar cell",2014,2
"3493","Rotational speed","Pressure",2011,2
"3494","Water turbine","Contact Point",2011,2
"3495","Mechanical system","Kinetic energy",2013,2
"3496","Euclidean vector","Current source",2009,2
"3497","Turbulence","Angle of rotation",2015,2
"3498","Solar panel","Photovoltaic system",2011,2
"3499","Lifting equipment","Bearing surface",2015,2
"3500","Transmission line","Phase angle",2011,2
"3501","Electrolytic capacitor","Direct current",2011,2
"3502","Wind power","Rotational energy",2010,2
"3503","Electrical energy","Duct (flow)",2013,2
"3504","Renewable energy","Energy transformation",2011,2
"3505","Reverse osmosis","Pressure Flow Hypothesis",2009,2
"3506","Thermal conductivity","Honeycomb structure",2011,2
"3507","Carrier wave","Arm",2011,2
"3508","Moment (mathematics)","Flight control surfaces",2013,2
"3509","Rotation around a fixed axis","Rotational speed",2011,2
"3510","Wave power","Energy development",2014,2
"3511","Wind tunnel","Potential energy",2009,2
"3512","Internal heating","Air mass",2012,2
"3513","Speed of sound","Processing medium",2008,2
"3514","Solar cell","Energy storage device",2013,2
"3515","Electric machine","Electrical conductor",2007,2
"3516","Vaccine","Pollution",2011,2
"3517","Torque sensor","Composite material",2014,2
"3518","Response time (technology)","External variable",2012,2
"3519","High pressure","Air current",2014,2
"3520","Epicyclic gearing","Drive shaft",2013,2
"3521","Turbine blade","Signaling (telecommunications)",2014,2
"3522","Trace heating","Electric power conversion",2015,2
"3523","Source code","Fuel cell",2014,2
"3524","Mechanical system","Electric machine",2009,2
"3525","Wind farm","Turbine blade",2014,2
"3526","Renewable resource","Fossil fuel",2011,2
"3527","Wind power","Angular displacement",2012,2
"3528","Units of measurement","Line voltage",2011,2
"3529","Stress (mechanics)","Central Zone (Hindi)",2009,2
"3530","Solar cell","Low voltage",2011,2
"3531","Wind power","Block diagram",2012,2
"3532","Latent heat","Energy storage",2011,2
"3533","Thermal power station","Chemical reaction",2011,2
"3534","Waterdrop","Membrane technology",2012,2
"3535","Level set","Design load",2015,2
"3536","Water vapor","Electrical energy",2013,2
"3537","Tip-speed ratio","Electricity generation",2011,2
"3538","Wood","Wind power",2008,2
"3539","Low-pass filter","Direct current",2011,2
"3540","Kinetic energy","Flight control surfaces",2011,2
"3541","Physical model","Cost reduction",2007,2
"3542","System model","3D modeling",2011,2
"3543","Surface area","Electrical energy",2013,2
"3544","Relative dimension","High- and low-level",2011,2
"3545","Waterdrop","Streamflow",2012,2
"3546","Wind farm","Synthetic aperture radar",2010,2
"3547","Turbine blade","Linear motor",2013,2
"3548","Solar cell","Energy transformation",2014,2
"3549","Temperature","Pressure drop",2007,2
"3550","Sampling (statistics)","Confidence interval",2011,2
"3551","Power conditioner","Energy transformation",2011,2
"3552","Rotational speed","Islanding",2013,2
"3553","Renewable fuels","Renewable energy",2013,2
"3554","Solar cell","Fuel cell",2009,2
"3555","Moment of inertia","Moment (mathematics)",2010,2
"3556","Water bird","Streamflow",2012,2
"3557","Electrochemical cell","Carbon dioxide",2012,2
"3558","Packaging and labeling","Compressive strength",2011,2
"3559","Current collector","Composite material",2011,2
"3560","Voltage sag","Air traffic controller",2013,2
"3561","Present","Complex analysis",2015,2
"3562","Energy transformation","Electric machine",2014,2
"3563","Units of measurement","Syncword",2011,2
"3564","Heat Treatment","Delocalized electron",2012,2
"3565","Solar cell","Renewable resource",2011,2
"3566","Learning curve","A value",2011,2
"3567","Heat pump","Electrical energy",2013,2
"3568","Forms of energy","Energy transformation",2006,2
"3569","Electrolytic capacitor","Driver circuit",2011,2
"3570","Measuring instrument","Control unit",2011,2
"3571","Frequency deviation","Electric power distribution",2012,2
"3572","Wind power","Electrical load",2015,2
"3573","Wind direction","Region",2011,2
"3574","Wind power","Compressive stress",2013,2
"3575","Strength of materials","Prime time",2011,2
"3576","Renewable energy","Geothermal heating",2012,2
"3577","Wind farm","Databus",2014,2
"3578","Phase transition","Data storage device",2011,2
"3579","Pressure measurement","Ammonium sulfate",2014,2
"3580","Motor vehicle","DC motor",2010,2
"3581","Recurrent neural network","Dynamical system",2012,2
"3582","Glass fiber","Composite material",2013,2
"3583","Oxygen","Compressed hydrogen",2014,2
"3584","Wind direction","Intermittent energy source",2011,2
"3585","Specific power","Electric machine",2013,2
"3586","Environmental issue","Electromagnetic spectrum",2011,2
"3587","Syncword","Electric power conversion",2012,2
"3588","Wind speed","Lift (force)",2009,2
"3589","Wind speed","Dynamic pressure",2009,2
"3590","Ultimate tensile strength","Shear strength",2010,2
"3591","Ground and neutral","Experience point",2015,2
"3592","Surface layer","Contact angle",2012,2
"3593","Wind power","Rotational energy",2007,2
"3594","Renewable energy","Nuclear fuel",2011,2
"3595","Wind direction","Structural engineering",2007,2
"3596","Weighted arithmetic mean","Standard deviation",2011,2
"3597","Vacuum","Motor vehicle",2010,2
"3598","Heat transfer","Energy transformation",2013,2
"3599","Cost overrun","Centrifugal force",2015,2
"3600","Pulse-width modulation","Duty cycle",2011,2
"3601","Climate","Carbon dioxide",2011,2
"3602","Utility model","Brush (electric)",2014,2
"3603","Heat exchanger","Carbon dioxide",2011,2
"3604","Thermometer","Temperature measurement",2012,2
"3605","Nitrogen dioxide","Electrochemical cell",2012,2
"3606","Magnetic energy","Direct current",2006,2
"3607","Reference range","Angle of attack",2014,2
"3608","Pollution","Elastic energy",2014,2
"3609","Phase modulation","Optical fiber",2014,2
"3610","Windcatcher","Vibration isolation",2012,2
"3611","Fluid dynamics","Electricity generation",2010,2
"3612","Flight control surfaces","Centrifugal force",2015,2
"3613","Water purification","Microbial fuel cell",2015,2
"3614","Wind farm","Electric power transmission",2014,2
"3615","Dynamic pressure","Atmospheric pressure",2014,2
"3616","Shikimic acid","Ethyl acetate",2011,2
"3617","Storage tank","Membrane technology",2012,2
"3618","High pressure","Compressed hydrogen",2011,2
"3619","Waste heat","Renewable fuels",2011,2
"3620","Control unit","Amplification factor",2012,2
"3621","Heat recovery ventilation","Geothermal power",2011,2
"3622","Water turbine","Hydropower",2013,2
"3623","Solar panel","Power-flow study",2015,2
"3624","Time of arrival","Signal edge",2015,2
"3625","Phase angle","Active Power",2011,2
"3626","Syncword","Control theory",2011,2
"3627","S band","Information quality",2015,2
"3628","Speed","Hydraulics",2011,2
"3629","Electrical energy","Body of water",2013,2
"3630","Magnetic flux","Circuit switching",2013,2
"3631","Power factor","AC power",2011,2
"3632","Wind farm","Electric energy consumption",2015,2
"3633","Pressure measurement","Ammonium sulfide",2014,2
"3634","Fossil fuel","Carbon monoxide",2009,2
"3635","Wind speed","Electricity generation",2010,2
"3636","Sea level","Control System",2014,2
"3637","Energy storage","Chemical energy",2011,2
"3638","Wind speed","Alternating current",2013,2
"3639","Mechanical load","Electric machine",2015,2
"3640","Surface area","Structural integrity and failure",2010,2
"3641","Thermal energy","Mechanical energy",2013,2
"3642","Energy transformation","Energy conversion efficiency",2012,2
"3643","Wind power","Cryogenics",2013,2
"3644","Fuel cell","Energy storage device",2012,2
"3645","Wind power","Electric power distribution",2007,2
"3646","Water supply","Complex system",2011,2
"3647","Salinity","Osmotic pressure",2011,2
"3648","Wind power","Ring structure",2011,2
"3649","Mass excess","Lift (force)",2011,2
"3650","Photodiode","Light",2015,2
"3651","Thermal transfer","Electrical energy",2008,2
"3652","Wind speed","Temperature gradient",2007,2
"3653","Hydropower","Deadweight loss",2013,2
"3654","Kinetic energy","Business models for open-source software",2010,2
"3655","Water turbine","Magnetic flux",2013,2
"3656","Heat recovery ventilation","Heat pump and refrigeration cycle",2011,2
"3657","Wind speed","Measuring instrument",2013,2
"3658","Plant efficiency","Flight control surfaces",2012,2
"3659","Experience point","Copper tubing",2007,2
"3660","Photovoltaic system","Offshore wind power",2015,2
"3661","Solar cell","Semipermeable membrane",2011,2
"3662","Energy transformation","Electrochemical cell",2014,2
"3663","Wind direction","Statistics",2008,2
"3664","Microbial fuel cell","Digital signal processing",2015,2
